"","subject","trial","offer_A","offer_B","u1","u2","choice_prob","choice","is_choice_A"
"1",1,1,3,4,-1.57093594464617,0.219299024944149,0.083029907223517,"B",0
"2",1,2,6,5,0.381133218638419,1.19177187922504,0.252071288124645,"A",1
"3",1,3,2,4,0.55794860949982,0.219299024944149,0.611673035267993,"A",1
"4",1,4,3,6,-1.57093594464617,0.381133218638419,0.0679256218436741,"B",0
"5",1,5,3,4,-1.57093594464617,0.219299024944149,0.083029907223517,"B",0
"6",1,6,2,1,0.55794860949982,-0.779216787661261,0.857418439361372,"A",1
"7",1,7,3,4,-1.57093594464617,0.219299024944149,0.083029907223517,"B",0
"8",1,8,4,5,0.219299024944149,1.19177187922504,0.213371543991831,"B",0
"9",1,9,1,2,-0.779216787661261,0.55794860949982,0.142581560638628,"A",1
"10",1,10,5,6,1.19177187922504,0.381133218638419,0.747928711875355,"B",0
"11",1,11,2,1,0.55794860949982,-0.779216787661261,0.857418439361372,"A",1
"12",1,12,6,3,0.381133218638419,-1.57093594464617,0.932074378156326,"A",1
"13",1,13,6,1,0.381133218638419,-0.779216787661261,0.825891822274948,"A",1
"14",1,14,4,3,0.219299024944149,-1.57093594464617,0.916970092776483,"A",1
"15",1,15,4,2,0.219299024944149,0.55794860949982,0.388326964732007,"B",0
"16",1,16,2,3,0.55794860949982,-1.57093594464617,0.945639528884631,"A",1
"17",1,17,3,1,-1.57093594464617,-0.779216787661261,0.256886903715939,"B",0
"18",1,18,1,2,-0.779216787661261,0.55794860949982,0.142581560638628,"A",1
"19",1,19,6,2,0.381133218638419,0.55794860949982,0.440970346699672,"B",0
"20",1,20,1,2,-0.779216787661261,0.55794860949982,0.142581560638628,"B",0
"21",1,21,4,2,0.219299024944149,0.55794860949982,0.388326964732007,"B",0
"22",1,22,6,5,0.381133218638419,1.19177187922504,0.252071288124645,"B",0
"23",1,23,3,4,-1.57093594464617,0.219299024944149,0.083029907223517,"B",0
"24",1,24,6,3,0.381133218638419,-1.57093594464617,0.932074378156326,"A",1
"25",1,25,6,1,0.381133218638419,-0.779216787661261,0.825891822274948,"A",1
"26",1,26,2,1,0.55794860949982,-0.779216787661261,0.857418439361372,"A",1
"27",1,27,1,3,-0.779216787661261,-1.57093594464617,0.743113096284062,"A",1
"28",1,28,2,3,0.55794860949982,-1.57093594464617,0.945639528884631,"A",1
"29",1,29,3,4,-1.57093594464617,0.219299024944149,0.083029907223517,"B",0
"30",1,30,5,2,1.19177187922504,0.55794860949982,0.700644929870181,"B",0
"31",1,31,4,6,0.219299024944149,0.381133218638419,0.445930920087676,"B",0
"32",1,32,3,2,-1.57093594464617,0.55794860949982,0.054360471115369,"A",1
"33",1,33,6,2,0.381133218638419,0.55794860949982,0.440970346699672,"B",0
"34",1,34,2,4,0.55794860949982,0.219299024944149,0.611673035267993,"A",1
"35",1,35,6,4,0.381133218638419,0.219299024944149,0.554069079912324,"B",0
"36",1,36,5,2,1.19177187922504,0.55794860949982,0.700644929870181,"A",1
"37",1,37,1,2,-0.779216787661261,0.55794860949982,0.142581560638628,"B",0
