"","subject","trial","offer_A","offer_B","u1","u2","choice_prob","choice","is_choice_A"
"1",1,1,5,2,-0.276331086882466,-0.990464603683704,0.693156775117858,"A",1
"2",1,2,5,3,-0.276331086882466,-0.599880629366147,0.591268585551538,"A",1
"3",1,3,5,1,-0.276331086882466,0.325445656376489,0.334766339183134,"A",1
"4",1,4,5,4,-0.276331086882466,1.66951417738064,0.0979279314569338,"B",0
"5",1,5,5,1,-0.276331086882466,0.325445656376489,0.334766339183134,"B",0
"6",1,6,5,4,-0.276331086882466,1.66951417738064,0.0979279314569338,"B",0
"7",1,7,5,3,-0.276331086882466,-0.599880629366147,0.591268585551538,"B",0
"8",1,8,5,7,-0.276331086882466,-0.98102327491089,0.690860537619172,"A",1
"9",1,9,5,7,-0.276331086882466,-0.98102327491089,0.690860537619172,"A",1
"10",1,10,5,4,-0.276331086882466,1.66951417738064,0.0979279314569338,"B",0
"11",1,11,5,7,-0.276331086882466,-0.98102327491089,0.690860537619172,"B",0
"12",1,12,5,7,-0.276331086882466,-0.98102327491089,0.690860537619172,"A",1
"13",1,13,5,1,-0.276331086882466,0.325445656376489,0.334766339183134,"B",0
"14",1,14,5,4,-0.276331086882466,1.66951417738064,0.0979279314569338,"B",0
"15",1,15,5,4,-0.276331086882466,1.66951417738064,0.0979279314569338,"B",0
"16",1,16,5,4,-0.276331086882466,1.66951417738064,0.0979279314569338,"B",0
"17",1,17,5,6,-0.276331086882466,0.852739761086072,0.216120916350308,"A",1
"18",1,18,5,3,-0.276331086882466,-0.599880629366147,0.591268585551538,"A",1
"19",1,19,5,2,-0.276331086882466,-0.990464603683704,0.693156775117858,"A",1
"20",1,20,5,3,-0.276331086882466,-0.599880629366147,0.591268585551538,"A",1
"21",1,21,5,6,-0.276331086882466,0.852739761086072,0.216120916350308,"A",1
"22",1,22,5,4,-0.276331086882466,1.66951417738064,0.0979279314569338,"B",0
"23",1,23,5,3,-0.276331086882466,-0.599880629366147,0.591268585551538,"A",1
"24",1,24,5,6,-0.276331086882466,0.852739761086072,0.216120916350308,"A",1
"25",1,25,5,2,-0.276331086882466,-0.990464603683704,0.693156775117858,"B",0
"26",1,26,5,1,-0.276331086882466,0.325445656376489,0.334766339183134,"B",0
"27",1,27,5,7,-0.276331086882466,-0.98102327491089,0.690860537619172,"B",0
"28",1,28,5,6,-0.276331086882466,0.852739761086072,0.216120916350308,"B",0
"29",1,29,5,3,-0.276331086882466,-0.599880629366147,0.591268585551538,"A",1
"30",1,30,5,4,-0.276331086882466,1.66951417738064,0.0979279314569338,"B",0
"31",1,31,5,4,-0.276331086882466,1.66951417738064,0.0979279314569338,"B",0
"32",1,32,5,1,-0.276331086882466,0.325445656376489,0.334766339183134,"B",0
"33",1,33,5,4,-0.276331086882466,1.66951417738064,0.0979279314569338,"B",0
"34",1,34,5,1,-0.276331086882466,0.325445656376489,0.334766339183134,"A",1
"35",1,35,5,2,-0.276331086882466,-0.990464603683704,0.693156775117858,"A",1
"36",1,36,5,2,-0.276331086882466,-0.990464603683704,0.693156775117858,"A",1
"37",1,37,5,3,-0.276331086882466,-0.599880629366147,0.591268585551538,"A",1
"38",1,38,5,1,-0.276331086882466,0.325445656376489,0.334766339183134,"B",0
"39",1,39,5,4,-0.276331086882466,1.66951417738064,0.0979279314569338,"B",0
"40",1,40,5,6,-0.276331086882466,0.852739761086072,0.216120916350308,"B",0
"41",1,41,5,4,-0.276331086882466,1.66951417738064,0.0979279314569338,"B",0
"42",1,42,5,2,-0.276331086882466,-0.990464603683704,0.693156775117858,"A",1
"43",1,43,5,7,-0.276331086882466,-0.98102327491089,0.690860537619172,"A",1
"44",1,44,5,7,-0.276331086882466,-0.98102327491089,0.690860537619172,"A",1
"45",1,45,5,3,-0.276331086882466,-0.599880629366147,0.591268585551538,"A",1
"46",1,46,5,3,-0.276331086882466,-0.599880629366147,0.591268585551538,"A",1
"47",1,47,5,6,-0.276331086882466,0.852739761086072,0.216120916350308,"B",0
"48",1,48,5,1,-0.276331086882466,0.325445656376489,0.334766339183134,"B",0
"49",1,49,5,4,-0.276331086882466,1.66951417738064,0.0979279314569338,"B",0
"50",1,50,5,7,-0.276331086882466,-0.98102327491089,0.690860537619172,"A",1
"51",1,51,5,6,-0.276331086882466,0.852739761086072,0.216120916350308,"B",0
"52",1,52,5,7,-0.276331086882466,-0.98102327491089,0.690860537619172,"A",1
"53",1,53,5,1,-0.276331086882466,0.325445656376489,0.334766339183134,"B",0
"54",1,54,5,4,-0.276331086882466,1.66951417738064,0.0979279314569338,"B",0
"55",1,55,5,1,-0.276331086882466,0.325445656376489,0.334766339183134,"B",0
"56",1,56,5,1,-0.276331086882466,0.325445656376489,0.334766339183134,"A",1
"57",1,57,5,4,-0.276331086882466,1.66951417738064,0.0979279314569338,"B",0
"58",1,58,5,6,-0.276331086882466,0.852739761086072,0.216120916350308,"B",0
"59",1,59,5,6,-0.276331086882466,0.852739761086072,0.216120916350308,"B",0
"60",1,60,5,2,-0.276331086882466,-0.990464603683704,0.693156775117858,"B",0
"61",1,61,5,1,-0.276331086882466,0.325445656376489,0.334766339183134,"B",0
"62",1,62,5,6,-0.276331086882466,0.852739761086072,0.216120916350308,"B",0
"63",1,63,5,6,-0.276331086882466,0.852739761086072,0.216120916350308,"B",0
"64",1,64,5,3,-0.276331086882466,-0.599880629366147,0.591268585551538,"B",0
"65",1,65,5,4,-0.276331086882466,1.66951417738064,0.0979279314569338,"B",0
"66",1,66,5,2,-0.276331086882466,-0.990464603683704,0.693156775117858,"B",0
"67",1,67,5,1,-0.276331086882466,0.325445656376489,0.334766339183134,"B",0
"68",1,68,5,4,-0.276331086882466,1.66951417738064,0.0979279314569338,"B",0
"69",1,69,5,7,-0.276331086882466,-0.98102327491089,0.690860537619172,"A",1
"70",1,70,5,1,-0.276331086882466,0.325445656376489,0.334766339183134,"B",0
"71",1,71,5,6,-0.276331086882466,0.852739761086072,0.216120916350308,"B",0
"72",1,72,5,4,-0.276331086882466,1.66951417738064,0.0979279314569338,"B",0
"73",1,73,5,2,-0.276331086882466,-0.990464603683704,0.693156775117858,"B",0
"74",1,74,5,1,-0.276331086882466,0.325445656376489,0.334766339183134,"A",1
"75",1,75,5,2,-0.276331086882466,-0.990464603683704,0.693156775117858,"A",1
"76",1,76,5,3,-0.276331086882466,-0.599880629366147,0.591268585551538,"A",1
"77",1,77,5,4,-0.276331086882466,1.66951417738064,0.0979279314569338,"B",0
"78",1,78,5,7,-0.276331086882466,-0.98102327491089,0.690860537619172,"B",0
"79",1,79,5,7,-0.276331086882466,-0.98102327491089,0.690860537619172,"A",1
"80",1,80,5,2,-0.276331086882466,-0.990464603683704,0.693156775117858,"B",0
